unorganized,organized,A
safe,dangerous,A
safe,out,A
kept,unbroken,S
kept,broken,A
true,truthful,S
true,false,A
true,untruthful,A
international,national,A
exchangeable,convertible,S
exchangeable,inconvertible,A
free,bound,A
free,unfree,A
direct,lineal,S
direct,collateral,A
direct,indirect,A
direct,inverse,A
direct,alternating,A
direct,retrograde,A
natural,unnatural,A
natural,artificial,A
natural,sharp,A
natural,supernatural,A
natural,flat,A
accessible,inaccessible,A
defined,undefined,A
intellectual,cerebral,S
intellectual,emotional,A
major,minor,A
broad,wide,S
broad,narrow,A
current,noncurrent,A
concerned,unconcerned,A
voluntary,involuntary,A
just,equitable,S
just,fair,S
just,inequitable,A
just,unfair,A
just,unjust,A
exact,inexact,A
different,dissimilar,S
different,like,A
different,same,A
mutual,reciprocal,S
mutual,nonreciprocal,A
confused,clearheaded,A
whole,half,A
whole,fractional,A
extended,unextended,A
paid,unpaid,A
distributed,concentrated,A
composed,discomposed,A
organized,disorganized,A
related,unrelated,A
capitalist,socialist,A
same,unlike,A
incompatible,uncongenial,S
incompatible,antagonistic,S
incompatible,congenial,A
incompatible,compatible,A
incompatible,synergistic,A
blended,unblended,A
shared,unshared,A
adopted,adoptive,S
adopted,native,A
troubled,untroubled,A
early,middle,A
distinct,indistinct,A
greater,lesser,A
potential,possible,S
potential,actual,A
new,worn,A
new,old,A
important,crucial,S
important,significant,S
important,insignificant,A
important,unimportant,A
compatible,incompatible,A
future,past,A
active,dynamic,S
active,inactive,A
active,dormant,A
active,passive,A
active,quiet,A
active,extinct,A
active,stative,A
national,local,A
industrial,nonindustrial,A
syncretic,syncretistic,S
traditional,nontraditional,A
theoretical,theoretic,S
theoretical,empirical,A
theoretical,applied,A
wide,narrow,A
critical,uncritical,A
critical,noncritical,A
formal,informal,A
insurrectionary,insurrectional,S
competitive,noncompetitive,A
main,independent,S
main,dependent,A
peaceful,peaceable,S
peaceful,unpeaceful,A
big,large,S
big,small,A
enforced,implemented,S
enforced,unenforced,A
far,near,A
back,front,A
normative,prescriptive,S
normative,descriptive,A
male,female,A
male,androgynous,A
involuntary,unvoluntary,S
involuntary,nonvoluntary,S
involuntary,voluntary,A
late,middle,A
essential,substantive,S
essential,inessential,A
essential,adjective,A
expressed,explicit,S
expressed,implicit,A
green,unripened,S
green,immature,S
green,unripe,S
green,ripe,A
negative,disconfirming,S
negative,positive,A
negative,affirmative,A
negative,neutral,A
harsh,coarse,S
harsh,fine,A
experienced,experient,S
experienced,inexperienced,A
systematic,taxonomic,S
systematic,taxonomical,S
systematic,unsystematic,A
conservative,liberal,A
due,undue,A
significant,important,S
significant,insignificant,A
significant,nonsignificant,A
unsuccessful,successful,A
involved,uninvolved,A
standard,received,S
standard,nonstandard,A
prepared,unprepared,A
staged,unstaged,A
square,straight,S
square,round,A
square,crooked,A
unknown,known,A
near,nigh,S
near,close,S
near,far,A
opened,open,S
opened,closed,A
charged,uncharged,A
committed,attached,S
committed,uncommitted,A
committed,unattached,A
incident,incidental,S
incident,basic,A
made,unmade,A
secondary,primary,A
annual,biennial,A
annual,perennial,A
gathered,collected,S
gathered,uncollected,A
treated,hardened,S
treated,toughened,S
treated,tempered,S
treated,untreated,A
treated,untempered,A
popular,unpopular,A
qualified,unqualified,A
privileged,underprivileged,A
union,nonunion,A
latin,romance,S
largest,big,S
largest,large,S
largest,small,A
bolshevik,bolshevist,S
turned,unturned,A
proved,proven,S
proved,unproved,A
serious,sober,S
serious,playful,A
serious,frivolous,A
organizational,organisational,S
north,south,A
eastern,western,A
strongest,stiff,S
strongest,strong,S
strongest,potent,S
strongest,weak,A
strongest,impotent,A
marked,unmarked,A
up,down,A
close,nigh,S
close,distant,A
close,far,A
changed,unchanged,A
armed,armless,A
armed,unarmed,A
rural,urban,A
fascist,fascistic,S
controlled,uncontrolled,A
military,civilian,A
military,unmilitary,A
foreign,strange,S
foreign,native,A
foreign,domestic,A
suppressed,publicized,A
internal,external,A
complex,simple,A
motivated,unmotivated,A
enlightened,unenlightened,A
ethical,unethical,A
democratic,undemocratic,A
identical,fraternal,A
impaired,unimpaired,A
restricted,unrestricted,A
repetitive,repetitious,S
repetitive,nonrepetitive,A
old,young,A
milder,mild,S
milder,intense,A
strong,stiff,S
strong,potent,S
strong,weak,A
strong,impotent,A
genetic,genetical,S
genetic,genic,S
unclear,clear,A
controversial,uncontroversial,A
convincing,unconvincing,A
scientific,unscientific,A
increased,decreased,A
actual,existent,S
actual,potential,A
unresolved,unsolved,S
unresolved,solved,A
behavioral,behavioural,S
live,alive,S
live,unrecorded,S
live,recorded,A
live,dead,A
variable,invariable,A
steady,unsteady,A
characteristic,uncharacteristic,A
atypical,untypical,S
atypical,typical,A
sharp,dull,A
sharp,flat,A
normal,abnormal,A
normal,paranormal,A
neural,nervous,S
neural,neuronal,S
likely,probable,S
likely,unlikely,A
likely,improbable,A
usual,unusual,A
higher,high,S
higher,low,A
mental,genial,S
mental,physical,A
older,old,S
older,young,A
older,new,A
worse,regretful,S
worse,sorry,S
worse,bad,S
worse,worsened,S
worse,good,A
worse,better,A
difficult,hard,S
difficult,unmanageable,S
difficult,easy,A
difficult,manageable,A
limited,unlimited,A
reported,unreported,A
unusual,strange,S
unusual,familiar,A
diminished,wasted,S
diminished,atrophied,S
diminished,hypertrophied,A
vocal,instrumental,A
frequent,infrequent,A
integrated,segregated,A
integrated,nonintegrated,A
reverse,forward,A
joint,separate,A
functional,organic,A
functional,nonfunctional,A
better,good,S
better,well,S
better,evil,A
better,ill,A
better,bad,A
matched,mismatched,A
basic,incidental,A
figurative,nonliteral,S
sized,unsized,A
speaking,nonspeaking,A
independent,dependent,A
sensory,sensorial,S
sensory,sensational,S
sensory,extrasensory,A
loud,forte,S
loud,piano,A
loud,soft,A
rhythmic,rhythmical,S
poor,rich,A
gastrointestinal,gi,S
falling,rising,A
asleep,awake,A
nocturnal,diurnal,A
affected,unnatural,S
affected,stirred,S
affected,touched,S
affected,moved,S
affected,unaffected,A
affected,unmoved,A
poorer,poor,S
poorer,rich,A
emotional,cerebral,A
emotional,unemotional,A
closest,near,S
closest,nigh,S
closest,close,S
closest,distant,A
closest,far,A
disintegrative,integrative,A
specified,unspecified,A
substantial,material,S
substantial,real,S
substantial,insubstantial,A
classic,nonclassical,A
high,low,A
functioning,malfunctioning,A
odd,uneven,S
focused,focussed,S
focused,unfocused,A
profound,superficial,A
possible,actual,A
possible,impossible,A
regressive,progressive,A
meaningful,meaningless,A
increasing,decreasing,A
heritable,inheritable,S
medical,surgical,A
attributable,unattributable,A
unaffected,unmoved,S
unaffected,untouched,S
unaffected,affected,A
unaffected,moved,A
material,real,S
material,corporeal,S
material,incorporeal,A
material,insubstantial,A
material,immaterial,A
traceable,trackable,S
traceable,untraceable,A
parental,maternal,S
parental,paternal,S
parental,filial,A
confirmed,unconfirmed,A
reliable,dependable,S
reliable,unreliable,A
infectious,noninfectious,A
heavy,light,A
illicit,licit,A
prenatal,antepartum,S
prenatal,antenatal,S
prenatal,perinatal,A
prenatal,postnatal,A
aware,cognizant,S
aware,mindful,S
aware,cognisant,S
aware,unaware,A
aware,unmindful,A
clear,cloudy,A
clear,opaque,A
molecular,molar,A
neuroanatomical,neuroanatomic,S
pathological,pathologic,S
human,nonhuman,A
postmortem,antemortem,A
balanced,unbalanced,A
consistent,ordered,S
consistent,coherent,S
consistent,logical,S
consistent,reproducible,S
consistent,inconsistent,A
consistent,unreproducible,A
consistent,incoherent,A
regulated,unregulated,A
detected,undetected,A
structural,geomorphologic,S
structural,morphologic,S
structural,geomorphological,S
structural,morphological,S
enabling,disabling,A
abnormal,unnatural,S
transient,immanent,A
electrical,electric,S
considerable,inconsiderable,A
auditory,auditive,S
visual,optical,S
visual,optic,S
visual,ocular,S
effective,efficacious,S
effective,effectual,S
effective,ineffective,A
earlier,early,S
earlier,middle,A
earlier,late,A
hard,difficult,S
hard,concentrated,S
hard,surd,S
hard,unvoiced,S
hard,voiceless,S
hard,voiced,A
hard,easy,A
hard,soft,A
young,immature,S
oriented,orientated,S
oriented,unoriented,A
satisfactory,unsatisfactory,A
rigid,nonrigid,A
useful,utile,S
useful,useless,A
modified,unmodified,A
accurate,inaccurate,A
broadband,wideband,S
designed,intentional,S
designed,undesigned,A
inappropriate,appropriate,A
impractical,practical,A
qualitative,quantitative,A
persistent,lasting,S
persistent,caducous,A
symbolic,symbolical,S
available,unavailable,A
pediatric,paediatric,S
hearing,deaf,A
commercial,noncommercial,A
adequate,inadequate,A
helpful,unhelpful,A
stable,unstable,A
handled,handleless,A
professional,nonprofessional,A
professional,unprofessional,A
uncertain,incertain,S
uncertain,unsure,S
uncertain,unsealed,S
uncertain,sealed,A
little,slight,S
little,short,S
little,much,A
little,tall,A
little,large,A
relative,comparative,S
relative,absolute,A
maladaptive,adaptive,A
structured,unstructured,A
residential,nonresidential,A
home,away,A
psychoactive,psychotropic,S
empirical,empiric,S
mild,intense,A
thinner,lean,S
thinner,thin,S
thinner,thick,A
thinner,fat,A
thinner,full,A
expensive,cheap,A
indirect,collateral,S
indirect,lineal,A
born,unborn,A
lost,won,A
lost,saved,A
inadequate,unequal,S
financial,fiscal,S
unselected,selected,A
modest,immodest,A
unlikely,improbable,S
unlikely,probable,A
unlikely,likely,A
fair,unfair,A
fair,foul,A
employed,unemployed,A
real,existent,S
real,material,S
real,nominal,A
real,insubstantial,A
real,unreal,A
perinatal,postnatal,A
maternal,paternal,S
maternal,filial,A
paternal,filial,A
obstetric,obstetrical,S
wild,untamed,S
wild,tame,A
derived,underived,A
patient,impatient,A
intolerable,unbearable,S
intolerable,unendurable,S
intolerable,tolerable,A
established,constituted,S
established,unestablished,A
light,dark,A
reflected,unreflected,A
indicative,declarative,S
surface,overhead,A
surface,subsurface,A
diffuse,soft,S
diffuse,diffused,S
diffuse,hard,A
white,black,A
bright,undimmed,S
bright,dimmed,A
bright,dull,A
unqualified,incompetent,S
unqualified,competent,A
visible,seeable,S
visible,invisible,A
directional,omnidirectional,A
incoming,outgoing,A
realistic,unrealistic,A
bidirectional,unidirectional,A
terrestrial,terrene,S
terrestrial,planetary,S
terrestrial,telluric,S
terrestrial,aquatic,A
terrestrial,amphibious,A
fresh,sweet,S
fresh,stale,A
fresh,preserved,A
fresh,salty,A
darkest,dark,S
darkest,light,A
highest,high,S
highest,low,A
measured,mensural,S
mathematical,numerical,S
mathematical,verbal,A
proportionate,disproportionate,A
intrinsic,extrinsic,A
astronomical,astronomic,S
resolved,solved,S
resolved,unsolved,A
content,contented,S
content,discontented,A
outer,out,S
outer,inner,A
outer,safe,A
metallic,metal,S
metallic,nonmetallic,A
organic,inorganic,A
geometric,geometrical,S
refractive,refractile,S
colder,cold,S
colder,hot,A
stronger,stiff,S
stronger,strong,S
stronger,potent,S
stronger,weak,A
stronger,impotent,A
cut,mown,S
cut,trimmed,S
cut,uncut,A
cut,untrimmed,A
cut,unmown,A
darker,dark,S
darker,light,A
smaller,small,S
smaller,little,S
smaller,large,A
lighter,light,S
lighter,heavy,A
lighter,dark,A
color,colour,S
treeless,wooded,A
deciduous,evergreen,A
cool,warm,A
neutral,achromatic,S
neutral,chromatic,A
ideal,idealistic,S
deep,shallow,A
smooth,legato,S
smooth,staccato,A
smooth,rough,A
off,cancelled,S
off,on,A
side,bottom,A
side,top,A
maximum,maximal,S
maximum,minimal,A
covered,bare,A
artificial,unreal,S
fine,coarse,A
atmospheric,atmospherical,S
plural,singular,A
linear,additive,S
linear,analogue,S
linear,analog,S
linear,digital,A
linear,planar,A
linear,nonlinear,A
linear,cubic,A
semitic,semite,S
minor,underage,S
unchanged,unaltered,S
unchanged,altered,A
preserved,destroyed,A
minuscule,majuscule,A
vertical,erect,S
vertical,upright,S
vertical,perpendicular,S
vertical,inclined,A
vertical,horizontal,A
horizontal,inclined,A
open,receptive,S
open,unfastened,S
open,overt,S
open,closed,A
open,unreceptive,A
open,covert,A
open,shut,A
phonetic,phonic,S
lowercase,uppercase,A
lower,low,S
lower,high,A
numeric,numerical,S
numeric,numeral,S
southern,northern,A
east,west,A
south,north,A
inland,coastal,A
continued,discontinued,A
diversified,undiversified,A
oldest,old,S
oldest,young,A
oldest,new,A
mobile,immobile,A
unable,able,A
native,aboriginal,S
native,nonnative,A
archaeological,archeological,S
archaeological,archeologic,S
archaeological,archaeologic,S
fertile,sterile,A
expanded,contracted,A
tied,laced,S
tied,fastened,S
tied,unlaced,A
tied,untied,A
disenfranchised,voteless,S
disenfranchised,voiceless,S
disenfranchised,disfranchised,S
disenfranchised,enfranchised,A
registered,unregistered,A
eligible,ineligible,A
literate,illiterate,A
shut,closed,S
shut,unopen,S
protected,unprotected,A
segregated,unintegrated,S
racial,nonracial,A
periodic,periodical,S
periodic,aperiodic,A
implemented,unenforced,A
presidential,unpresidential,A
plain,unpatterned,S
plain,fancy,A
plain,patterned,A
longest,recollective,S
longest,tenacious,S
longest,long,S
longest,retentive,S
longest,short,A
downtown,uptown,A
labeled,labelled,S
labeled,tagged,S
labeled,unlabeled,A
concentric,homocentric,S
concentric,eccentric,A
christian,unchristian,A
temperate,intemperate,A
warmer,warm,S
warmer,cool,A
cooler,cool,S
cooler,warm,A
hot,cold,A
hottest,hot,S
hottest,cold,A
vulnerable,invulnerable,A
center,left,A
kind,unkind,A
tracked,trackless,A
minus,plus,A
net,nett,S
net,gross,A
full,empty,A
full,thin,A
top,bottom,A
superior,superscript,S
superior,inferior,A
superior,subscript,A
busy,idle,A
permanent,lasting,S
permanent,impermanent,A
personal,impersonal,A
earned,unearned,A
lowest,low,S
lowest,high,A
lowered,raised,A
declared,undeclared,A
interstate,intrastate,A
running,passing,A
running,standing,A
pass,passing,S
pass,running,A
intentional,undesigned,A
bicameral,unicameral,A
responsible,irresponsible,A
headed,headless,A
judicial,juridic,S
judicial,juridical,S
elected,elective,S
elected,appointive,A
simple,compound,A
alcoholic,nonalcoholic,A
dry,sweet,A
dry,phlegmy,A
dry,wet,A
occupied,unoccupied,A
disfranchised,voteless,S
disfranchised,voiceless,S
disfranchised,enfranchised,A
solid,liquid,A
solid,hollow,A
solid,gaseous,A
signed,unsigned,A
curious,incurious,A
determined,undetermined,A
improved,unimproved,A
doctoral,doctorial,S
stabler,stable,S
stabler,unstable,A
chaste,unchaste,A
loyal,patriotic,S
loyal,unpatriotic,A
loyal,disloyal,A
written,scripted,S
written,unwritten,A
written,spoken,A
written,unscripted,A
immortal,mortal,A
epic,epical,S
guided,unguided,A
restrained,unrestrained,A
medieval,mediaeval,S
youngest,young,S
youngest,immature,S
youngest,old,A
dead,alive,A
sent,unsent,A
loved,unloved,A
proper,improper,A
inevitable,evitable,A
temporary,impermanent,S
temporary,permanent,A
cyclic,cyclical,S
cyclic,acyclic,A
cyclic,noncyclic,A
dying,nascent,A
undefeated,defeated,A
willing,unwilling,A
married,matrimonial,S
married,marital,S
married,unmarried,A
bravest,courageous,S
bravest,brave,S
bravest,cowardly,A
cursed,curst,S
cursed,blessed,A
touched,stirred,S
touched,moved,S
touched,untouched,A
touched,unmoved,A
homosexual,heterosexual,A
homosexual,bisexual,A
roman,popish,S
roman,romanic,S
roman,papist,S
consecrated,dedicated,S
consecrated,consecrate,S
consecrated,desecrated,A
tame,tamed,S
dedicated,consecrate,S
dedicated,desecrated,A
dedicated,undedicated,A
archeological,archeologic,S
archeological,archaeologic,S
buried,interred,S
buried,inhumed,S
buried,unburied,A
uninhabited,inhabited,A
inhabited,uninhabited,A
holy,unholy,A
wet,lactating,S
clean,unobjectionable,S
clean,dirty,A
clean,unclean,A
maritime,nautical,S
maritime,marine,S
connected,unconnected,A
elegant,inelegant,A
analyzed,unanalyzed,A
conventional,unconventional,A
conventional,nuclear,A
double,bivalent,S
double,multivalent,A
double,univalent,A
female,androgynous,A
blessed,blest,S
worst,sorry,S
worst,bad,S
worst,regretful,S
worst,good,A
filled,unfilled,A
ambiguous,equivocal,S
ambiguous,unambiguous,A
ambiguous,unequivocal,A
extant,extinct,A
supervised,unsupervised,A
moving,nonmoving,A
moving,unmoving,A
moderate,immoderate,A
generous,ungenerous,A
generous,stingy,A
wanted,unwanted,A
uneducated,educated,A
original,unoriginal,A
moved,stirred,S
moved,unmoved,A
distant,remote,S
settled,unsettled,A
hired,chartered,S
hired,leased,S
hired,unchartered,A
accompanied,attended,S
accompanied,unaccompanied,A
talented,gifted,S
talented,untalented,A
skilled,unskilled,A
tall,short,A
friendly,unfriendly,A
friendly,hostile,A
attended,unaccompanied,A
lucky,unlucky,A
appealing,likeable,S
appealing,sympathetic,S
appealing,likable,S
appealing,unappealing,A
appealing,unsympathetic,A
pleased,displeased,A
closing,opening,A
representative,nonrepresentative,A
bad,regretful,S
bad,sorry,S
influential,uninfluential,A
attractive,repulsive,A
attractive,unattractive,A
remote,close,A
faced,faceless,A
received,nonstandard,A
planned,unplanned,A
bound,unbound,A
amended,unamended,A
newer,new,S
newer,worn,A
newer,old,A
obvious,unobvious,A
ugly,beautiful,A
constitutional,unconstitutional,A
unfit,fit,A
existing,existent,S
existing,nonexistent,A
ready,unready,A
perfect,imperfect,A
conditional,unconditional,A
interesting,uninteresting,A
clement,inclement,A
expected,unexpected,A
owned,unowned,A
incomplete,uncomplete,S
official,unofficial,A
bloodiest,bloody,S
bloodiest,bloodless,A
decreased,reduced,S
discontent,discontented,S
discontent,contented,A
decisive,indecisive,A
dominant,recessive,A
dominant,subordinate,A
consecrate,desecrated,A
bloody,bloodless,A
sealed,certain,S
sealed,unsealed,A
constant,inconstant,A
aggressive,unaggressive,A
cautious,incautious,A
objective,accusative,S
objective,subjective,A
ultimate,proximate,A
strategic,strategical,S
appointed,appointive,S
appointed,elective,A
offensive,dysphemistic,S
offensive,unsavory,S
offensive,unsavoury,S
offensive,inoffensive,A
offensive,defensive,A
offensive,savory,A
offensive,euphemistic,A
subsequent,antecedent,A
backed,backless,A
authorized,authorised,S
authorized,unauthorized,A
spent,exhausted,S
spent,unexhausted,A
mistreated,abused,S
mistreated,maltreated,S
sitting,seated,S
sitting,standing,A
easy,uneasy,A
stressed,accented,S
stressed,unstressed,A
fast,slow,A
suspected,unsuspected,A
tender,tough,A
dramatic,undramatic,A
dramatic,lyric,A
senior,junior,A
innocent,guiltless,S
innocent,guilty,A
credible,believable,S
credible,incredible,A
noticed,unnoticed,A
thin,lean,S
thin,thick,A
thin,fat,A
endocrine,endocrinal,S
endocrine,exocrine,A
bumpy,jumpy,S
bumpy,rough,S
bumpy,rocky,S
bumpy,jolting,S
bumpy,smooth,A
proven,unproved,A
short,forgetful,S
short,retentive,A
healthy,unhealthy,A
broken,unkept,S
broken,unbroken,A
concrete,abstract,A
liberal,conservative,A
retentive,tenacious,S
retentive,recollective,S
territorial,nonterritorial,A
territorial,extraterritorial,A
nativist,nativistic,S
valuable,worthless,A
bipolar,unipolar,A
trusting,trustful,S
trusting,distrustful,A
quiet,unquiet,A
quiet,noisy,A
aided,assisted,S
aided,unassisted,A
shy,unsure,S
shy,timid,S
shy,diffident,S
shy,confident,A
awkward,graceful,A
bicentennial,bicentenary,S
scheduled,unscheduled,A
biological,biologic,S
biological,adoptive,A
islamic,muslim,S
islamic,moslem,S
jewish,judaic,S
orthodox,unorthodox,A
trained,untrained,A
traveled,untraveled,A
adoptive,native,A
intended,unintended,A
studied,unstudied,A
pure,saturated,S
pure,impure,A
pure,unsaturated,A
deductive,inductive,A
correct,incorrect,A
correct,wrong,A
logical,ordered,S
logical,coherent,S
logical,incoherent,A
logical,illogical,A
reasonable,sensible,S
reasonable,unreasonable,A
dialectic,dialectical,S
aristotelian,peripatetic,S
reserved,unreserved,A
unconditional,unconditioned,S
larger,big,S
larger,large,S
larger,small,A
poetical,poetic,S
quantitative,syllabic,A
quantitative,accentual,A
precocious,retarded,A
heavier,heavy,S
heavier,light,A
faster,fast,S
faster,slow,A
incorrect,wrong,S
shaded,unshaded,A
ineffective,uneffective,S
ineffective,ineffectual,S
discerning,undiscerning,A
blind,unsighted,S
blind,sighted,A
geocentric,heliocentric,A
earthly,heavenly,A
heavenly,celestial,S
circular,round,S
circular,square,A
reciprocal,nonreciprocal,A
assigned,unassigned,A
temporal,worldly,S
temporal,unworldly,A
efficient,inefficient,A
regular,irregular,A
regular,constipated,A
optical,opthalmic,S
optical,optic,S
optical,ocular,S
analogous,homologous,A
analogous,heterologous,A
capable,incapable,A
immaterial,incorporeal,S
immaterial,nonmaterial,S
immaterial,corporeal,A
immaterial,material,A
innate,unlearned,S
innate,unconditioned,S
innate,conditioned,A
learned,conditioned,S
learned,unconditioned,A
biped,bipedal,S
biped,quadrupedal,A
unattached,uncommitted,S
unattached,attached,A
asserting,declarative,S
asserting,declaratory,S
asserting,interrogative,A
aquatic,amphibious,A
ovoviviparous,viviparous,A
ovoviviparous,oviparous,A
shelled,unshelled,A
crowded,uncrowded,A
classified,unclassified,A
hierarchical,hierarchal,S
hierarchical,hierarchic,S
hierarchical,nonhierarchical,A
arranged,ordered,S
arranged,disarranged,A
infected,septic,S
infected,antiseptic,A
alive,animated,S
alive,unanimated,A
vegetative,vegetal,S
vegetative,vegetational,S
sensitive,sensible,S
sensitive,insensitive,A
sensitive,insensible,A
rational,irrational,A
masculine,neuter,A
masculine,feminine,A
passive,inactive,S
hellenistic,hellenic,S
corrected,uncorrected,A
addressed,unaddressed,A
compact,loose,A
noble,lowborn,A
noble,ignoble,A
imitative,onomatopoetic,S
imitative,onomatopoeic,S
imitative,echoic,S
imitative,counterfeit,S
imitative,genuine,A
shorter,short,S
shorter,little,S
shorter,forgetful,S
shorter,long,A
shorter,retentive,A
shorter,tall,A
divisible,indivisible,A
exoteric,esoteric,A
technical,technological,S
technical,proficient,S
technical,nontechnical,A
narrower,narrow,S
narrower,wide,A
familiar,strange,A
familiar,unfamiliar,A
concise,prolix,A
parallel,oblique,A
parallel,perpendicular,A
plausible,implausible,A
peripatetic,aristotelian,S
specialized,specialised,S
specialized,unspecialized,A
confined,invasive,A
confined,unconfined,A
confident,diffident,A
stimulating,unstimulating,A
muslim,moslem,S
historical,diachronic,S
historical,ahistorical,A
historical,synchronic,A
immediate,mediate,A
persian,iranian,S
happy,unhappy,A
fatal,nonfatal,A
alert,watchful,S
flat,contrasty,A
flat,natural,A
musical,melodious,S
musical,melodic,S
musical,unmusical,A
metal,nonmetallic,A
standing,seated,A
convinced,unconvinced,A
contested,uncontested,A
encumbered,unencumbered,A
sold,unsold,A
certified,uncertified,A
stricter,strict,S
stricter,indulgent,A
digital,analogue,A
opening,closing,A
profitable,unprofitable,A
intelligent,unintelligent,A
bigger,big,S
bigger,large,S
bigger,small,A
weaker,weak,S
weaker,strong,A
chinese,taiwanese,S
highland,upland,S
highland,lowland,A
atomic,nuclear,S
atomic,conventional,A
tai,thai,S
tai,siamese,S
canonical,canonic,S
formalised,formalistic,S
formalised,formalized,S
discontinuous,noncontinuous,S
discontinuous,continuous,A
genovese,genoese,S
altruistic,selfless,S
altruistic,egoistic,A
disagreeable,agreeable,A
synonymous,antonymous,A
fortunate,unfortunate,A
benign,benignant,S
benign,malignant,A
benign,malign,A
fittest,fit,S
fittest,unfit,A
nicest,nice,S
nicest,nasty,A
cooperative,uncooperative,A
magnetic,magnetised,S
magnetic,magnetized,S
magnetic,geographic,A
magnetic,nonmagnetic,A
monetary,pecuniary,S
charitable,uncharitable,A
septal,septate,S
selfish,unselfish,A
breathing,breathless,A
paleolithic,palaeolithic,S
climactic,anticlimactic,A
ethnographic,ethnographical,S
surprising,unsurprising,A
biblical,scriptural,S
shed,caducous,S
shed,persistent,A
creative,originative,S
creative,uncreative,A
loving,unloving,A
epistemological,epistemic,S
agnostic,gnostic,A
pharmaceutical,pharmaceutic,S
graduated,calibrated,S
dystopian,utopian,A
romantic,romanticist,S
uncompromising,inflexible,S
uncompromising,sturdy,S
uncompromising,compromising,A
productive,generative,S
productive,unproductive,A
productive,consumptive,A
noblest,noble,S
noblest,lowborn,A
noblest,ignoble,A
younger,young,S
younger,immature,S
younger,old,A
closed,unopen,S
automatic,manual,A
infallible,fallible,A
inanimate,nonliving,S
inanimate,animate,A
random,nonrandom,A
wilder,untamed,S
wilder,wild,S
wilder,tame,A
unilateral,multilateral,A
inclined,disinclined,A
wasted,atrophied,S
wasted,hypertrophied,A
continent,incontinent,A
worthy,unworthy,A
sexual,asexual,A
competent,incompetent,A
unfortunate,inauspicious,S
unfortunate,auspicious,A
unfortunate,fortunate,A
sincere,insincere,A
happier,happy,S
happier,unhappy,A
interred,inhumed,S
interred,unburied,A
spirited,spiritless,A
widest,wide,S
widest,broad,S
widest,narrow,A
scholarly,unscholarly,A
acknowledged,unacknowledged,A
continental,intercontinental,A
nonpartisan,partisan,A
virtuous,wicked,A
analytic,analytical,S
analytic,uninflected,S
analytic,synthetic,A
indigestible,digestible,A
sympathetic,likeable,S
sympathetic,likable,S
sympathetic,unsympathetic,A
sound,unsound,A
painful,painless,A
censored,uncensored,A
documentary,documental,S
norwegian,norse,S
comparable,incomparable,A
marine,nautical,S
landed,landless,A
slight,much,A
preceding,succeeding,A
dependent,subordinate,S
dependent,independent,A
hostile,amicable,A
cancelled,on,A
sporadic,continual,A
abundant,scarce,A
heaviest,heavy,S
heaviest,light,A
interior,exterior,A
